#NEGATIVE_LEXICON	STRENGTH-ASSIGNED
tiredd	-0.6
tiredness	-0.4
tiresomely	-0.3
tiring	-0.4
tit	-0.4
tko	-0.6
toad	-0.1
tobacco	-0.3
toil	-0.3
toilet	-0.5
toils	-0.3
tolerable	-0.1
tolerate	-0.1
toll	-0.3
too	-0.4
too-low	-0.3
tooo	-0.4
toooo	-0.8
tooooo	-0.8
too-sophisticated	-0.4
toothache	-0.5
top-heavy	-0.3
topple	-0.3
torment	-0.9
tormented	-0.9
torn	-0.4
tornado	-0.1
torpedo	-0.4
torrid	-0.4
tort	-0.2
tortious	-0.2
torture	-0.9
tortured	-1
torturer	-0.9
tortures	-0.9
torturing	-1
torturous	-0.9
torturously	-1
tossable	-0.3
tossing	-0.1
totalitarian	-0.2
tottering	-0.5
touched	-0.4
touchy	-0.2
toughly	-0.3
toughness	-0.3
touristy	-0.2
tout	-0.4
touted	-0.4
toxic	-1
toxicity	-0.9
toxin	-0.8
traditionless	-0.2
traduce	-0.6
traffic	-0.7
tragedy	-0.8
tragic	-0.8
tragically	-0.8
tragicomic	-0.6
traitor	-0.5
traitorous	-0.5
traitorously	-0.4
tramp	-0.7
trample	-0.7
trance	-0.6
trance-like	-0.2
transgress	-0.3
transgression	-0.3
transgressor	-0.7
transparent	-0.1
trap	-0.6
traped	-0.3
trapped	-0.3
trappings	-2
traps	-0.2
trash	-0.8
trashed	-0.5
trashily	-0.8
trashy	-0.9
trauma	-0.9
traumatic	-0.9
traumatically	-0.8
traumatize	-0.9
traumatized	-1
traumatophobia	-0.8
travesties	-0.6
travesty	-0.6
treacherous	-0.7
treacherously	-0.6
treachery	-0.7
tread	-0.5
treason	-0.8
treasonous	-0.6
tremble	-0.4
trembles	-0.5
trembling	-0.5
tremor	-0.5
trepidation	-0.3
trespass	-0.4
tribulation	-0.5
tribunal	-0.7
trick	-0.4
tricked	-0.1
trickery	-0.4
trickiness	-0.4
trickster	-0.4
tripped	-0.5
trippin	-0.5
tripping	-0.2
trite	-0.3
triteness	-0.5
trivial	-0.6
trivialize	-0.4
trivially	-0.5
troll	-0.8
trollin	-0.8
trolling	-0.8
trouble	-1
troubled	-0.6
troubles	-0.4
troublesome	-1
troublesomeness	-1
troubling	-0.8
troublingly	-0.6
troublous	-0.6
truant	-0.4
truculence	-0.4
truculent	-0.4
trudge	-0.3
trumpet	-0.1
tryin	-0.2
tsunami	-0.4
tubercle	-0.6
tubercular	-0.6
tuberculosis	-0.6
tuck	-0.2
tumble	-0.3
tumbles	-0.4
tumor	-0.6
tumour	-0.8
tumult	-0.4
tumultuous	-0.1
turbulence	-0.2
turbulent	-0.5
turd	-1
turgid	-0.5
turmoil	-0.7
turnoff	-0.8
twerp	-0.9
twinge	-0.6
twink	-1
twisted	-0.3
twists	-0.2
twisty	-0.2
twitch	-0.4
two-faced	-0.7
two-faces	-0.6
typhoon	-0.3
tyrannical	-0.6
tyrannically	-0.8
tyranny	-0.6
tyrant	-0.7
ugg	-0.8
uggh	-0.6
ugh	-1
ughh	-1
ughhh	-0.7
ughhhh	-0.8
ughi	-0.3
uglier	-0.9
ugliest	-1
ugliness	-0.9
ugly	-1
uh	-0.4
uhh	-0.6
uhhh	-0.4
uhm	-0.4
uhoh	-0.6
ulcer	-0.8
ulcerate	-0.8
ulceration	-0.8
ultimatum	-0.3
ultimatums	-0.4
ultra-conservative	-0.2
ultra-hardline	-0.3
ultraviolet	-0.5
umbrage	-0.5
umm	-0.3
ummm	-0.6
ummmm	-0.5
unable	-0.3
unacceptability	-0.4
unacceptable	-0.6
unacceptablely	-0.6
unacceptably	-0.4
unaccessible	-0.2
unaccountable	-0.3
unaccredited	-0.3
unaccustomed	-0.4
unachievable	-0.2
unadoptable	-0.2
unadulterated	-0.3
unadventurous	-0.4
unaffordable	-0.5
unanswerable	-0.2
unapologetic	-0.2
unappealing	-0.7
unappetizing	-0.4
unappetizingness	-0.4
unapproachable	-0.4
unapproved	-0.6
unattached	-0.3
unattainable	-0.4
unattended	-0.5
unattractive	-0.5
unattractively	-0.5
unattractiveness	-0.5
unauthentic	-0.5
unauthorized	-0.3
unavailable	-0.3
unavoidable	-0.4
unavoidably	-0.4
unaware	-0.2
unbalanced	-0.1
unbearable	-1
unbearablely	-0.8
unbearably	-0.6
unbelief	-0.4
unbelievable	-0.3
unbelievably	-0.3
unbidden	-0.4
unborn	-0.2
unbridled	-0.2
uncanny	-0.6
uncaring	-0.4
unchangeable	-0.1
uncharitable	-0.2
uncheerfulness	-0.2
uncivil	-0.2
uncivilized	-0.5
uncivilly	-0.2
unclean	-0.3
uncleanliness	-0.3
uncleanly	-0.3
unclear	-0.1
unclearly	-0.2
uncollectible	-0.2
uncomfortable	-0.5
uncomfortably	-0.5
uncomfy	-0.7
uncompassionate	-0.4
uncompetitive	-0.5
uncompleted	-0.2
uncomplimentary	-0.2
uncomprehending	-0.2
uncompromising	-0.2
uncompromisingly	-0.3
unconfirmed	-0.3
uncongenial	-0.3
unconstitutional	-0.4
uncontrollable	-0.2
uncontrollably	-0.3
uncontrolled	-0.2
unconventionality	-0.2
unconvinced	-0.4
unconvincing	-0.4
unconvincingly	-0.3
uncool	-0.9
uncooperative	-0.2
uncoordinated	-0.2
uncordial	-0.3
uncorrected	-0.1
uncouth	-0.7
uncreative	-0.3
uncreativeness	-0.3
uncritical	-0.2
undecided	-0.4
undeferential	-0.3
undefined	-0.2
undemocratic	-0.3
underachievement	-0.3
underachiever	-0.3
underbred	-0.2
undercharge	-0.2
underclass	-0.3
undercut	-0.4
undercuts	-0.3
undercutting	-0.2
underdeveloped	-0.4
underdog	-0.2
undereducated	-0.4
underemployed	-0.1
underestimate	-0.2
underexposure	-0.1
underlings	-0.4
undermine	-0.3
undermines	-0.2
undernourish	-0.4
undernourishment	-0.4
underpaid	-0.3
underpay	-0.2
underpayment	-0.2
underpowered	-0.3
underprivileged	-0.3
underproduce	-0.3
underproduction	-0.3
undersized	-0.3
underuse	-0.2
undervaluation	-0.3
undervalue	-0.4
underworld	-0.3
underwritten	-0.2
undeservedly	-0.3
undeserving	-0.3
undesirability	-0.3
undesirable	-0.4
undesirably	-0.4
undesired	-0.4
undetermined	-0.6
undiagnosable	-0.4
undid	-0.2
undignified	-0.6
undiscerning	-0.4
undissolved	-0.2
undomesticated	-0.3
undone	-0.7
unease	-0.4
uneasily	-0.7
uneasiness	-0.3
uneasy	-0.5
unecessary	-0.3
uneconomical	-0.3
uneducated	-0.3
unemployed	-0.4
unemployment	-0.4
unencouraging	-0.4
unenjoyable	-0.7
unenlightened	-0.2
unentitled	-0.2
unenviable	-0.3
unequal	-0.7
unequipped	-0.2
unesthetic	-0.3
unethical	-0.4
unethically	-0.4
uneveness	-0.1
unexceptional	-0.3
unexpected	-0.2
unexpectedly	-0.4
unexplained	-0.3
unfair	-0.3
unfairly	-0.3
unfairness	-0.3
unfaithful	-0.3
unfaithfully	-0.3
unfamiliar	-0.4
unfashionable	-0.2
unfastidious	-0.3
unfavorable	-0.2
unfavorableness	-0.2
unfavorably	-0.6
unfeeling	-0.6
unfit	-0.3
unfitness	-0.3
unfollow	-0.8
unfollowed	-0.5
unfollowing	-0.7
unforbearing	-0.3
unforeseen	-0.3
unforgivable	-0.8
unforgivably	-0.3
unforgiving	-0.3
unforgivingly	-0.6
unfortunate	-0.4
unfortunately	-0.4
unfortunatly	-0.7
unfounded	-0.4
unfree	-0.2
unfriend	-0.4
unfriendliness	-0.3
unfriendly	-0.3
unfulfilled	-0.2
unfunded	-0.3
unfunny	-0.2
un-funny	-0.3
unfurnished	-0.5
ungenerous	-0.3
un-gentle	-0.5
ungloriously	-0.7
ungodliness	-0.3
ungodly	-0.4
ungovernable	-0.4
ungracious	-0.2
ungraciousness	-0.2
ungrateful	-0.5
ungratefully	-0.5
ungroomed	-0.3
unguarded	-0.3
unhappily	-0.6
unhappiness	-0.6
unhappy	-0.6
unhealed	-0.4
unhealthful	-0.6
unhealthfulness	-0.6
unhealthy	-0.6
unhelpful	-0.2
unhelpfulness	-0.2
unholiness	-0.6
unholy	-0.6
unhurried	-0.3
unhygienic	-0.4
unilateralism	-0.4
unimaginably	-0.2
unimaginative	-0.2
unimaginatively	-0.2
unimportance	-0.2
unimportant	-0.2
unimpressed	-0.6
unimpressive	-0.5
unimproved	-0.3
uninformed	-0.1
uninhabitable	-0.2
uninhibited	-0.2
uninitiated	-0.4
uninspired	-0.7
uninsured	-0.5
unintelligent	-0.2
unintelligently	-0.7
unintelligible	-0.2
unintelligile	-0.4
unintended	-0.2
unintentional	-0.2
unintentionally	-0.2
uninterested	-0.6
uninteresting	-0.4
uninterestingly	-0.6
uninterestingness	-0.4
uninvited	-0.2
uninviting	-0.4
uninvolving	-0.4
unipolar	-0.2
unjust	-0.5
unjustifiable	-0.7
unjustifiably	-0.3
unjustly	-0.5
unk	-0.4
unkempt	-0.4
unkind	-0.6
unkindly	-0.6
unkindness	-0.6
unknown	-0.2
unlamentable	-0.3
unlamentably	-0.4
unlawful	-0.5
unlawfully	-0.6
unlawfulness	-0.5
unlearned	-0.3
unleash	-0.3
unlicensed	-0.5
unlikable	-0.4
unlikelihood	-0.2
unlikely	-0.4
unlistenable	-0.7
unlisteneable	-0.6
unlivable	-0.2
unlock	-0.1
unlovable	-0.4
unlovely	-0.4
unlucky	-0.6
unmalleable	-0.2
unmanageable	-0.2
unmanageably	-0.2
unmanly	-0.3
unmannered	-0.4
unmarketable	-0.2
unmerited	-0.2
unmeritorious	-0.2
unmindful	-0.2
unmindfulness	-0.2
unmodernized	-0.3
unmotivated	-0.4
unmoved	-0.1
unmoving	-0.3
unnatural	-0.4
unnaturally	-0.3
unnecessarily	-0.5
unnecessary	-0.3
unneeded	-0.7
unneighborly	-0.5
unnerve	-0.4
unnerved	-0.5
unnerving	-0.7
unnervingly	-0.6
unnoticed	-0.3
unobserved	-0.2
unofficial	-0.1
unoriginal	-0.2
unoriginality	-0.2
unoriginally	-0.2
unorthodox	-0.4
unorthodoxy	-0.4
unpaid	-0.1
unpainted	-0.4
unpalatability	-0.2
unpalatable	-0.2
unpalatably	-0.2
unparliamentary	-0.4
unpaved	-0.1
unpeaceable	-0.3
unpeaceful	-0.3
unperceptive	-0.2
unperceptiveness	-0.2
unplayful	-0.2
unpleasant	-0.5
unpleasantly	-0.5
unpleasantness	-0.5
unpleasantries	-0.7
unpleasingness	-0.5
unpolished	-0.2
unpopular	-0.4
unpracticed	-0.3
unprecedent	-0.3
unprecedented	-0.3
unprepared	-0.6
unprincipled	-0.4
unproductive	-0.3
unproductively	-0.3
unproductiveness	-0.3
unprofitable	-0.2
unprofitableness	-0.2
unpromising	-0.2
unpronounceable	-0.1
unpropitious	-0.3
unprotected	-0.2
unproved	-0.4
unproves	-0.3
unproving	-0.2
unpublished	-0.3
unqualified	-0.3
unquiet	-0.4
unratified	-0.4
unravel	-0.3
unraveled	-0.7
unreachable	-0.1
unreadable	-0.7
unrealistic	-0.2
unrealistically	-0.2
unreality	-0.2
unreasonable	-0.5
unreasonably	-0.3
unrecognizable	-0.3
unrecoverable	-0.3
unredeemable	-0.2
unrefined	-0.1
unreformable	-0.2
unrelaxed	-0.2
unrelenting	-0.4
unrelentingly	-0.3
unreliability	-0.2
unreliable	-0.5
unremarkable	-0.4
unremedied	-0.3
unremunerative	-0.3
unrepaired	-0.3
unrequited	-0.3
unresolved	-0.2
unrespectability	-0.4
unrespectable	-0.5
unresponsive	-0.1
unrest	-0.5
unrestrictive	-0.2
unrighteous	-0.4
unrighteously	-0.4
unrighteousness	-0.4
unruly	-0.4
unsafe	-0.6
unsanitary	-0.5
unsated	-0.4
unsatisfactorily	-0.4
unsatisfactoriness	-0.4
unsatisfactory	-0.4
unsatisfiable	-0.4
unsatisfied	-1
un-satisfied	-0.8
unsavory	-0.4
unscholarly	-0.2
unschooled	-0.2
unscrupulous	-0.2
unscrupulously	-0.4
unseasonable	-0.5
unseasonableness	-0.5
unseasoned	-0.2
unseaworthy	-0.4
unsecure	-0.4
unseductive	-0.2
unseemliness	-0.3
unseemly	-0.3
unseen	-0.2
unserviceable	-0.3
unsettle	-0.3
unsettled	-0.2
unsettling	-0.5
unsettlingly	-0.6
unsexy	-0.5
unsightliness	-0.6
unsightly	-0.6
unskilled	-0.5
unskillfulness	-0.5
unsmiling	-0.2
unsnarling	-0.2
unsociable	-0.4
unsocial	-0.3
unsolvability	-0.4
unsophisticated	-0.2
unsound	-0.5
unsoundable	-0.3
unsoundness	-0.5
unsparing	-0.5
unspeakable	-0.3
unspeakablely	-0.3
un-special	-0.5
unspecified	-0.1
unspectacular	-0.5
unstable	-0.6
unsteadily	-0.4
unsteadiness	-0.3
unsteady	-0.3
unstuck	-0.3
unstudied	-0.3
unsubdued	-0.2
unsuccessful	-0.7
unsuccessfully	-0.7
unsuitability	-0.5
unsuitable	-0.5
unsupported	-0.4
unsupportive	-0.5
unsure	-0.3
unsuspecting	-0.6
unsustainable	-0.4
unswept	-0.3
unsympathetic	-0.5
unsystematic	-0.3
untamed	-0.3
untenable	-0.3
untested	-0.4
unthinkable	-0.2
unthinkably	-0.5
untidiness	-0.5
untidy	-0.5
untimely	-0.2
untitled	-0.2
untouchable	-0.7
untouched	-0.3
untoward	-0.1
untrained	-0.3
untroubled	-0.1
untrue	-0.5
untruly	-0.5
untrustworthiness	-0.7
untrustworthy	-0.7
untruth	-0.3
untruthful	-0.6
unusable	-0.6
unusably	-0.3
unuseable	-0.7
unuseably	-0.4
unusual	-0.3
unusually	-0.5
unvaccinated	-0.2
unvaried	-0.1
unviewable	-0.2
un-viewable	-0.2
unwanted	-0.3
unwarranted	-0.3
unwashable	-0.1
unwashed	-0.2
unwatchable	-0.8
unwatchably	-0.7
unweildy	-0.7
unwelcome	-0.2
unwell	-0.7
unwholesome	-0.5
unwholesomeness	-0.5
unwieldiness	-0.3
unwieldy	-0.3
unwilled	-0.4
unwilling	-0.3
unwillingly	-0.3
unwillingness	-0.3
unwise	-0.6
unwisely	-0.5
unworkable	-0.4
unworkmanlike	-0.6
unworthily	-0.7
unworthiness	-0.7
unworthy	-0.7
unyielding	-0.4
upbraid	-0.3
upbraider	-0.5
upheaval	-0.4
upheave	-0.2
uphill	-0.4
uprising	-0.7
uproar	-0.4
uproarious	-0.4
uproariously	-0.5
uproarously	-0.5
uproductive	-0.5
uproot	-0.3
upset	-0.8
upseting	-0.8
upsets	-0.9
upsetting	-0.7
upsettingly	-0.7
upstage	-0.2
uptight	-0.4
urgent	-0.1
urgently	-0.3
urgh	-1
urine	-0.5
useless	-0.7
uselessly	-0.7
usurped	-0.4
usurper	-0.3
utterance	-0.3
utterly	-0.2
uxorious	-0.6
uxoriousness	-0.6
vacancy	-0.1
vaccinee	-0.4
vacillant	-0.3
vacuous	-0.1
vacuously	-0.2
vagabond	-0.5
vagrancy	-0.5
vagrant	-0.5
vague	-0.2
vaguely	-0.4
vagueness	-0.2
vain	-0.2
vainly	-0.6
valetudinarian	-0.8
valgus	-0.7
valueless	-0.5
valvulitis	-0.8
vampire	-0.8
vandal	-0.6
vandalism	-0.9
vanish	-0.1
vanished	-0.3
vanity	-0.5
variable	-0.1
varicose	-0.7
varicosis	-0.7
varicosity	-0.7
varnish	-0.3
varus	-0.4
vastly	-0.4
vehement	-0.3
vehemently	-0.3
vendetta	-0.3
vengeance	-0.6
vengeful	-0.6
vengefully	-0.6
vengefulness	-0.8
venom	-0.6
venomous	-0.7
venomously	-0.6
vent	-0.4
verbosity	-0.1
verge	-0.2
vermin	-0.9
verminous	-0.9
vernacular	-0.4
versus	-0.2
vertigo	-0.4
vesicant	-0.8
vesicatory	-0.8
vestiges	-0.6
veto	-0.7
vex	-0.7
vexation	-0.5
vexed	-0.6
vexing	-0.5
vexingly	-0.5
viatical	-0.4
viatication	-0.4
vibrate	-0.2
vibrated	-0.1
vibrates	-0.1
vibrating	-0.1
vicarious	-0.4
vice	-0.6
vicious	-0.5
viciously	-0.4
viciousness	-0.4
victim	-0.7
victimization	-0.8
victimize	-0.8
victimized	-0.4
victimizer	-0.8
vie	-0.4
vile	-0.2
vileness	-0.5
vilify	-0.7
villain	-0.8
villainous	-0.9
villainously	-0.7
villains	-0.7
villainy	-0.8
villian	-0.6
villianously	-0.7
villify	-0.7
vindictive	-0.4
vindictively	-0.5
vindictiveness	-0.6
violate	-0.6
violation	-0.4
violator	-0.8
violators	-0.8
violence	-0.9
violent	-0.9
violently	-0.9
viper	-0.2
viral	-1
virilism	-0.7
virulence	-1
virulent	-1
virulently	-0.3
virus	-1
vitriol	-0.7
vituperation	-0.6
vixen	-0.5
vixenish	-0.5
vociferous	-0.5
vociferously	-0.3
void	-0.5
volatile	-0.2
volatility	-0.2
volatily	-0.3
volcano	-0.1
vomit	-0.9
vomited	-1
vomiter	-0.9
vomiting	-1
vomits	-1
voodoo	-0.6
vulgar	-0.7
vulgarity	-0.9
vulnerability	-0.7
vulnerable	-0.5
wack	-0.8
wacked	-0.2
waddle	-0.4
wahh	-0.5
wahhh	-0.5
wail	-0.4
wailer	-0.4
wailing	-0.4
wait	-0.1
waited	-0.1
wallow	-0.3
wane	-0.4
waning	-0.4
wannabe	-0.6
warden	-0.1
ware	-0.1
warfare	-0.6
warhead	-0.6
warily	-0.4
wariness	-0.7
war-like	-0.8
warn	-0.4
warned	-0.8
warp	-0.3
warped	-0.5
warrant	-0.1
warrantee	-0.1
wart	-0.9
wary	-0.6
washed-out	-0.5
washout	-0.5
wasp	-0.4
wastage	-0.3
waste	-0.4
wasteful	-0.7
wastefully	-0.4
wastefulness	-0.7
wasting	-0.3
water-down	-0.2
watered-down	-0.3
waver	-0.4
wayward	-0.1
wayyyy	-0.4
weak	-0.8
weaken	-0.5
weakened	-0.8
weakening	-0.6
weaker	-0.7
weakling	-0.8
weakly	-0.8
weakness	-0.8
weaknesses	-0.6
weapon	-0.5
wearily	-0.4
weariness	-0.6
wearisome	-0.5
weary	-0.4
weasel	-0.4
weed	-0.1
weeds	-0.2
weep	-0.8
weeper	-0.4
weightily	-0.3
weird	-0.6
weirdest	-0.8
weirdish	-0.3
weirdly	-0.3
weirdness	-0.3
weirdo	-0.8
welcher	-0.4
wen	-0.1
wench	-0.3
whack	-0.7
whammy	-0.5
whateva	-0.4
wheedle	-0.3
wheeze	-0.4
wheeziness	-0.4
whiff	-0.3
whim	-0.2
whimper	-0.5
whine	-0.5
whiner	-0.5
whiney	-0.3
whining	-0.6
whiny	-0.3
whip	-0.4
whiplash	-0.3
whipped	-0.6
whips	-0.7
whirlwind	-0.1
white-faced	-0.3
whore	-1
whores	-1
whyy	-0.4
whyyy	-0.6
whyyyy	-0.8
wicked	-0.9
wickedly	-0.9
wickedness	-0.8
wiff	-0.3
wild	-0.5
wildfire	-0.5
wildly	-0.5
wildness	-0.5
wiles	-0.3
willful	-0.3
wilt	-0.4
wily	-0.5
wimp	-0.9
wimpish	-0.9
wince	-0.4
wind	-0.1
windburned	-0.6
winded	-0.7
windstorm	-0.6
windswept	-0.5
wiped	-0.1
wisecrack	-0.3
wishfulness	-0.5
wishin	-0.1
wishy-washy	-0.7
wisplike	-0.7
wistful	-0.2
wistfully	-0.5
witch	-0.7
witchcraft	-0.4
witchlike	-0.5
wither	-0.3
withered	-0.2
withheld	-0.4
withhold	-0.2
withstander	-0.5
wmy	-0.3
wo	-0.3
wobbled	-0.6
wobbling	-0.4
wobbly	-0.2
woe	-0.4
woebegone	-0.3
woeful	-0.7
woefully	-0.3
wog	-0.4
womanish	-0.5
womanizer	-0.9
womanizing	-0.6
woodenly	-0.1
woops	-0.8
worm	-0.5
worn	-0.2
worried	-0.6
worriedly	-0.9
worrier	-0.4
worries	-0.7
worrisome	-0.6
worry	-0.4
worrying	-0.5
worryingly	-0.7
worse	-0.8
worsen	-0.8
worsened	-0.8
worsening	-0.8
worst	-1
worsted	-0.6
worthless	-1
worthlessly	-0.6
worthlessness	-1
would-be	-0.3
wound	-0.7
wrangle	-0.3
wrath	-1
wreak	-0.7
wreaked	-0.6
wreaks	-0.7
wreck	-0.6
wrecked	-0.9
wrench	-0.5
wrest	-0.4
wrestling	-0.1
wretch	-0.4
wretched	-0.5
wretchedly	-0.9
wretchedness	-0.6
wrinkle	-0.1
wrinkled	-0.1
wrinkles	-0.1
wrip	-0.3
wripped	-0.4
wripping	-0.3
writhe	-0.3
wrong	-0.8
wrongdoing	-0.5
wrongful	-0.8
wrongfully	-0.8
wrongheaded	-0.6
wrongheadedly	-0.6
wrongly	-0.8
wrongness	-0.8
wrought	-0.4
wry	-0.5
wth	-0.7
wut	-0.2
wwe	-0.1
xanthoma	-0.8
xanthosis	-0.8
xenophobia	-0.8
xenophobic	-0.8
yak	-0.5
yawn	-0.4
yawning	-0.4
yearn	-0.5
yearning	-0.5
yell	-0.7
yellows	-0.1
yelp	-0.6
yikes	-0.8
yip	-0.7
yuck	-0.7
yuk	-1
zap	-0.5
zapped	-0.4
zaps	-0.3
zealot	-0.5
zealously	-0.2
zero	-0.3
zilch	-0.3
zombie	-0.6
zonked	-0.5
zoophobia	-0.8
zzz	-0.3
